country,happiness_score,happiness_rank,gdp_per_capita,social_support,life_expectancy,freedom,generosity,corruption,year,is_happy
Malawi,4.156,132,0.9107543152940855,1.0761487544749853,0.6168077101280999,0.4143,0.2189538221756804,0.07564,2016,False
Sudan,4.139,133,0.63069,0.81928,0.29759,0.0,0.18077,0.10039,2016,False
Gabon,4.121,134,1.15851,0.72368,0.3494,0.4078966831779054,0.06244,0.09314,2016,False
Mali,4.073,135,0.31292,0.86333,0.16347,0.27544,0.21064,0.13647,2016,False
Haiti,4.028,136,0.34097,0.29561,0.27494,0.12072,0.47958,0.14476,2016,False
Botswana,3.974,137,1.09426,0.89186,0.34752,0.44089,0.2189538221756804,0.10769,2016,False
Comoros,3.956,138,0.27509,0.60323,0.29981,0.15412,0.1827,0.18437,2016,False
Ivory Coast,3.916,139,0.55507,0.57576,0.04476,0.40663,0.20338,0.1553,2016,False
Cambodia,3.907,140,0.55604,0.5375,0.42494,0.58852,0.40339,0.08092,2016,False
Angola,3.866,141,0.84731,1.0761487544749853,0.04991,0.4078966831779054,0.12071,0.08434,2016,False
Niger,3.856,142,0.1327,0.6053,0.26162,0.4078966831779054,0.2097,0.17176,2016,False
South Sudan,3.832,143,0.39394,0.18519,0.15781,0.19662,0.25899,0.12493232866667803,2016,False
Chad,3.763,144,0.9107543152940855,0.63178,0.03824,0.12807,0.2189538221756804,0.04952,2016,False
Burkina Faso,3.739,145,0.31995,0.63054,0.6168077101280999,0.3337,0.24353,0.12533,2016,False
Uganda,3.739,145,0.34719,0.90981,0.19625,0.43653,0.27102,0.06442,2016,False
Yemen,3.724,147,0.57939,0.47493,0.31048,0.2287,0.09821,0.12493232866667803,2016,False
Madagascar,3.695,148,0.27954,0.46115,0.37109,0.13684,0.2204,0.07506,2016,False
Tanzania,3.666,149,0.47155,0.77623,0.6168077101280999,0.3176,0.31472,0.05099,2016,False
Liberia,3.622,150,0.10706,0.50353,0.23165,0.25748,0.24063,0.04852,2016,False
Guinea,3.607,151,0.22415,0.3109,0.18829,0.30953,0.29914,0.1192,2016,False
Rwanda,3.515,152,0.32846,0.61586,0.6168077101280999,0.5432,0.23552,0.50521,2016,False
Benin,3.484,153,0.39499,0.10419,0.21028,0.39747,0.2018,0.06681,2016,False
Afghanistan,3.36,154,0.38227,0.11037,0.6168077101280999,0.1643,0.31268,0.07112,2016,False
Togo,3.303,155,0.28123,0.0,0.24811,0.34678,0.17517,0.11587,2016,False
Syria,3.069,156,0.74719,0.14866,0.62994,0.06912,0.48397,0.17233,2016,False
Burundi,2.905,157,0.06831,0.23442,0.15747,0.0432,0.2029,0.09419,2016,False
Norway,7.53700017929077,1,1.61646318435669,1.53352355957031,0.796666502952576,0.4078966831779054,0.36201223731041,0.315963834524155,2017,True
Denmark,7.52199983596802,2,1.48238301277161,1.55112159252167,0.6168077101280999,0.626006722450256,0.355280488729477,0.12493232866667803,2017,True
Iceland,7.50400018692017,3,0.9107543152940855,1.0761487544749853,0.833552122116089,0.4078966831779054,0.475540220737457,0.153526559472084,2017,True
Switzerland,7.49399995803833,4,0.9107543152940855,1.51691174507141,0.858131289482117,0.620070576667786,0.2189538221756804,0.367007285356522,2017,True
Finland,7.4689998626709,5,1.44357192516327,1.5402467250824,0.80915766954422,0.617950856685638,0.24548277258873,0.38261154294014,2017,True
Netherlands,7.3769998550415,6,1.50394463539124,1.42893922328949,0.810696125030518,0.585384488105774,0.2189538221756804,0.282661825418472,2017,True
Canada,7.31599998474121,7,1.47920441627502,1.0761487544749853,0.83455765247345,0.611100912094116,0.435539722442627,0.287371516227722,2017,True
New Zealand,7.31400012969971,8,1.40570604801178,1.54819512367249,0.816759705543518,0.614062130451202,0.500005125999451,0.382816702127457,2017,True
Sweden,7.28399991989136,9,1.49438726902008,1.47816216945648,0.830875158309937,0.612924098968506,0.385399252176285,0.384398728609085,2017,True
Australia,7.28399991989136,10,1.484414935112,1.51004195213318,0.84388679265976,0.601607382297516,0.477699249982834,0.301183730363846,2017,True
Israel,7.21299982070923,11,0.9107543152940855,1.37628996372223,0.83840399980545,0.405988603830338,0.330082654953003,0.12493232866667803,2017,True
Costa Rica,7.0789999961853,12,1.10970628261566,1.41640365123749,0.759509265422821,0.580131649971008,0.214613229036331,0.100106589496136,2017,True
Austria,7.00600004196167,13,1.48709726333618,1.4599449634552,0.6168077101280999,0.567766189575195,0.316472321748734,0.221060365438461,2017,True
United States,6.99300003051758,14,1.54625928401947,1.41992056369781,0.6168077101280999,0.505740523338318,0.2189538221756804,0.135638788342476,2017,True
Ireland,6.97700023651123,15,1.53570663928986,1.55823111534119,0.80978262424469,0.573110342025757,0.42785832285881,0.29838815331459,2017,True
Germany,6.95100021362305,16,1.48792338371277,1.47252035140991,0.798950731754303,0.562511384487152,0.336269170045853,0.276731938123703,2017,True
Belgium,6.89099979400635,17,1.46378076076508,1.46231269836426,0.818091869354248,0.539770722389221,0.231503337621689,0.251343131065369,2017,True
Luxembourg,6.86299991607666,18,1.74194359779358,1.45758366584778,0.845089495182037,0.59662789106369,0.283180981874466,0.31883442401886,2017,True
United Kingdom,6.71400022506714,19,1.44163393974304,1.49646008014679,0.6168077101280999,0.508190035820007,0.492774158716202,0.265428066253662,2017,True
Chile,6.65199995040894,20,1.25278460979462,1.28402495384216,0.819479703903198,0.376895278692245,0.326662421226501,0.12493232866667803,2017,True
United Arab Emirates,6.64799976348877,21,1.62634336948395,1.26641023159027,0.726798236370087,0.60834527015686,0.3609419465065,0.324489563703537,2017,True
Brazil,6.63500022888184,22,1.10735321044922,1.43130600452423,0.616552352905273,0.437453746795654,0.16234989464283,0.111092761158943,2017,True
Czech Republic,6.60900020599365,23,1.35268235206604,1.43388521671295,0.754444003105164,0.490946173667908,0.0881067588925362,0.0368729270994663,2017,True
Argentina,6.59899997711182,24,1.18529546260834,1.44045114517212,0.695137083530426,0.494519203901291,0.109457060694695,0.059739887714386,2017,True
Mexico,6.57800006866455,25,1.15318381786346,1.210862159729,0.709978997707367,0.412730008363724,0.120990432798862,0.132774114608765,2017,True
Singapore,6.57200002670288,26,1.69227766990662,1.35381436347961,0.949492394924164,0.549840569496155,0.345965981483459,0.46430778503418,2017,True
Malta,6.52699995040894,27,1.34327983856201,1.48841166496277,0.821944236755371,0.588767051696777,0.574730575084686,0.153066068887711,2017,True
Uruguay,6.4539999961853,28,0.9107543152940855,1.41222786903381,0.719216823577881,0.57939225435257,0.175096929073334,0.178061872720718,2017,True
Guatemala,6.4539999961853,29,0.872001945972443,1.25558519363403,0.540239989757538,0.531310617923737,0.283488392829895,0.0772232785820961,2017,True
Panama,6.4520001411438,30,1.23374843597412,1.37319254875183,0.706156134605408,0.550026834011078,0.21055693924427,0.070983923971653,2017,True
France,6.44199991226196,31,1.43092346191406,1.38777685165405,0.844465851783752,0.470222115516663,0.129762306809425,0.172502428293228,2017,True
Thailand,6.42399978637695,32,0.9107543152940855,1.0761487544749853,0.647239029407501,0.580200731754303,0.2189538221756804,0.0316127352416515,2017,True
Taiwan Province Of China,6.42199993133545,33,1.43362653255463,1.38456535339355,0.793984234333038,0.361466586589813,0.258360475301743,0.12493232866667803,2017,True
Spain,6.40299987792969,34,1.38439786434174,1.53209090232849,0.888960599899292,0.4078966831779054,0.2189538221756804,0.0709140971302986,2017,True
Qatar,6.375,35,1.87076568603516,1.27429687976837,0.710098087787628,0.604130983352661,0.330473870038986,0.439299255609512,2017,True
Colombia,6.35699987411499,36,1.07062232494354,1.4021829366684,0.595027923583984,0.477487415075302,0.149014472961426,0.0466687418520451,2017,True
Saudi Arabia,6.3439998626709,37,1.53062355518341,1.28667759895325,0.590148329734802,0.449750572443008,0.147616013884544,0.27343225479126,2017,True
Trinidad And Tobago,6.16800022125244,38,1.36135590076447,1.3802285194397,0.519983291625977,0.4078966831779054,0.325296461582184,0.0089648161083459,2017,True
Kuwait,6.10500001907349,39,0.9107543152940855,1.0761487544749853,0.6168077101280999,0.496337592601776,0.228289797902107,0.215159550309181,2017,True
Slovakia,6.09800004959106,40,1.32539355754852,1.50505924224854,0.712732911109924,0.4078966831779054,0.136544480919838,0.0242108516395092,2017,True
Bahrain,6.08699989318848,41,1.48841226100922,1.32311046123505,0.653133034706116,0.536746919155121,0.172668486833572,0.257042169570923,2017,True
Malaysia,6.08400011062622,42,1.29121541976929,1.0761487544749853,0.618784427642822,0.402264982461929,0.416608929634094,0.0656007081270218,2017,True
Nicaragua,6.07100009918213,43,0.9107543152940855,1.28721570968628,0.6168077101280999,0.447551846504211,0.2189538221756804,0.130687981843948,2017,True
Ecuador,6.00799989700317,44,1.00082039833069,1.28616881370544,0.685636222362518,0.4551981985569,0.150112465023994,0.140134647488594,2017,True
El Salvador,6.00299978256226,45,0.909784495830536,1.18212509155273,0.596018552780151,0.432452529668808,0.0782579854130745,0.0899809598922729,2017,True
Poland,5.97300004959106,46,1.29178786277771,1.44571197032928,0.699475347995758,0.520342111587524,0.158465966582298,0.0593078061938286,2017,True
Uzbekistan,5.97100019454956,47,0.786441087722778,1.54896914958954,0.498272627592087,0.4078966831779054,0.415983647108078,0.12493232866667803,2017,True
Italy,5.96400022506714,48,1.39506661891937,1.44492328166962,0.853144347667694,0.4078966831779054,0.17278964817524,0.0280280914157629,2017,True
Russia,5.96299982070923,49,1.28177809715271,1.46928238868713,0.547349333763123,0.373783111572266,0.0522638224065304,0.0329628810286522,2017,True
Belize,5.95599985122681,50,0.907975316047668,1.08141779899597,0.450191766023636,0.547509372234344,0.240015640854836,0.12493232866667803,2017,True
Japan,5.92000007629395,51,1.41691517829895,1.43633782863617,0.913475871086121,0.505625545978546,0.12057276815176,0.163760736584663,2017,True
Lithuania,5.90199995040894,52,1.31458234786987,1.47351610660553,0.62894994020462,0.234231784939766,0.010164656676352,0.0118656428530812,2017,True
Algeria,5.87200021743774,53,1.09186446666718,1.1462174654007,0.617584645748138,0.4078966831779054,0.0694366469979286,0.146096110343933,2017,True
Latvia,5.84999990463257,54,1.26074862480164,1.40471494197845,0.6168077101280999,0.325707912445068,0.153074786067009,0.0738427266478539,2017,True
South Korea,5.83799982070923,55,1.40167844295502,1.12827444076538,0.900214076042175,0.257921665906906,0.206674367189407,0.12493232866667803,2017,True
Moldova,5.83799982070923,56,0.728870630264282,1.25182557106018,0.589465200901031,0.240729048848152,0.208779126405716,0.0100912861526012,2017,True
Romania,5.82499980926514,57,1.21768391132355,1.15009129047394,0.685158312320709,0.457003742456436,0.133519917726517,0.00438790069893,2017,True
Bolivia,5.82299995422363,58,0.833756566047668,1.22761905193329,0.473630249500275,0.558732926845551,0.22556072473526,0.0604777261614799,2017,True
Turkmenistan,5.82200002670288,59,1.13077676296234,1.49314916133881,0.437726080417633,0.41827192902565,0.24992498755455,0.259270340204239,2017,True
Kazakhstan,5.81899976730347,60,1.28455626964569,1.38436901569366,0.606041550636292,0.437454283237457,0.201964423060417,0.119282886385918,2017,True
North Cyprus,5.80999994277954,61,1.3469113111496,1.18630337715149,0.834647238254547,0.4078966831779054,0.266845703125,0.155353352427483,2017,True
Slovenia,5.75799989700317,62,1.3412059545517,1.45251882076263,0.790828227996826,0.572575807571411,0.242649093270302,0.0451289787888527,2017,True
Peru,5.71500015258789,63,1.03522527217865,1.21877038478851,0.630166113376617,0.450002878904343,0.126819714903831,0.0470490865409374,2017,True
Mauritius,5.62900018692017,64,1.18939554691315,1.20956099033356,0.638007462024689,0.491247326135635,0.360933750867844,0.0421815551817417,2017,True
Cyprus,5.62099981307983,65,1.35593807697296,1.13136327266693,0.84471470117569,0.355111539363861,0.271254301071167,0.0412379764020443,2017,True
Estonia,5.61100006103516,66,1.32087934017181,1.47667109966278,0.695168316364288,0.479131430387497,0.2189538221756804,0.183248922228813,2017,True
Belarus,5.56899976730347,67,1.15655755996704,1.44494521617889,0.637714266777039,0.295400261878967,0.15513750910759,0.156313821673393,2017,True
Libya,5.52500009536743,68,1.10180306434631,1.0761487544749853,0.6168077101280999,0.465733230113983,0.152073666453362,0.0926102101802826,2017,True
Turkey,5.5,69,1.19827437400818,1.33775317668915,0.637605607509613,0.300740599632263,0.0466930419206619,0.0996715798974037,2017,True
Paraguay,5.49300003051758,70,0.9107543152940855,1.50728487968445,0.579250693321228,0.473507791757584,0.224150657653809,0.091065913438797,2017,True
"Hong Kong S.A.R., China",5.47200012207031,71,1.55167484283447,1.26279091835022,0.943062424659729,0.490968644618988,0.374465793371201,0.293933749198914,2017,True
Philippines,5.42999982833862,72,0.85769921541214,1.25391757488251,0.468009054660797,0.585214674472809,0.2189538221756804,0.0993318930268288,2017,True
Serbia,5.39499998092651,73,0.9107543152940855,1.25818979740143,0.65078467130661,0.208715528249741,0.220125883817673,0.0409037806093693,2017,True
Jordan,5.33599996566772,74,0.991012394428253,1.23908889293671,0.6168077101280999,0.4078966831779054,0.172170460224152,0.11980327218771,2017,True
Hungary,5.32399988174438,75,0.9107543152940855,1.34313309192657,0.687763452529907,0.175863519310951,0.0784016624093056,0.0366369374096394,2017,True
Jamaica,5.31099987030029,76,0.925579309463501,1.36821806430817,0.641022384166718,0.474307239055634,0.233818337321281,0.12493232866667803,2017,False
Croatia,5.29300022125244,77,1.22255623340607,0.96798300743103,0.701288521289825,0.255772292613983,0.248002976179123,0.0431031100451946,2017,False
Kosovo,5.27899980545044,78,0.951484382152557,1.13785350322723,0.541452050209045,0.260287940502167,0.319931447505951,0.12493232866667803,2017,False
China,5.27299976348877,79,1.08116579055786,1.16083741188049,0.741415500640869,0.472787708044052,0.0288068410009146,0.0227942746132612,2017,False
Pakistan,5.26900005340576,80,0.72688353061676,1.0761487544749853,0.402047783136368,0.23521526157856,0.315446019172668,0.12493232866667803,2017,False
Indonesia,5.26200008392334,81,0.995538592338562,1.27444469928741,0.492345720529556,0.443323463201523,0.611704587936401,0.0153171354904771,2017,False
Venezuela,5.25,82,1.12843120098114,1.43133759498596,0.617144227027893,0.153997123241425,0.0650196298956871,0.12493232866667803,2017,False
Montenegro,5.23699998855591,83,1.12112903594971,1.23837649822235,0.667464673519135,0.194989055395126,0.197911024093628,0.0881741940975189,2017,False
Morocco,5.2350001335144,84,0.878114581108093,0.774864435195923,0.59771066904068,0.408158332109451,0.0322099551558495,0.12493232866667803,2017,False
Azerbaijan,5.23400020599365,85,1.15360176563263,1.15240025520325,0.540775775909424,0.4078966831779054,0.2189538221756804,0.180987507104874,2017,False
Dominican Republic,5.23000001907349,86,1.07937383651733,1.40241670608521,0.6168077101280999,0.55258983373642,0.186967849731445,0.113945253193378,2017,False
Greece,5.22700023651123,87,1.28948748111725,1.23941457271576,0.810198903083801,0.0957312509417534,0.0,0.12493232866667803,2017,False
Lebanon,5.22499990463257,88,1.07498753070831,1.12962424755096,0.735081076622009,0.288515985012054,0.2189538221756804,0.037513829767704,2017,False
Portugal,5.19500017166138,89,1.3151752948761,1.36704301834106,0.795843541622162,0.498465299606323,0.0951027125120163,0.0158694516867399,2017,False
Bosnia And Herzegovina,5.18200016021729,90,0.982409417629242,1.0693359375,0.705186307430267,0.204403176903725,0.2189538221756804,0.0,2017,False
Honduras,5.18100023269653,91,0.730573117733002,1.0761487544749853,0.582569479942322,0.4078966831779054,0.236188873648643,0.0733454525470734,2017,False
Macedonia,5.17500019073486,92,1.06457793712616,1.20789301395416,0.644948184490204,0.325905978679657,0.25376096367836,0.12493232866667803,2017,False
Somalia,5.15100002288818,93,0.0226431842893362,0.721151351928711,0.113989137113094,0.602126955986023,0.291631311178207,0.282410323619843,2017,False
Vietnam,5.07399988174438,94,0.788547575473785,1.27749133110046,0.652168989181519,0.571055591106415,0.234968051314354,0.0876332372426987,2017,False
Nigeria,5.07399988174438,95,0.783756256103516,1.21577048301697,0.0569157302379608,0.394952565431595,0.230947196483612,0.0261215660721064,2017,False
Tajikistan,5.04099988937378,96,0.524713635444641,1.27146327495575,0.529235124588013,0.471566706895828,0.248997643589973,0.146377146244049,2017,False
Bhutan,5.01100015640259,97,0.885416388511658,1.34012651443481,0.495879292488098,0.501537680625916,0.474054545164108,0.173380389809608,2017,False
Kyrgyzstan,5.00400018692017,98,0.596220076084137,1.39423859119415,0.553457796573639,0.454943388700485,0.42858037352562,0.0394391790032387,2017,False
Nepal,4.96199989318848,99,0.479820191860199,1.0761487544749853,0.504130780696869,0.440305948257446,0.394096165895462,0.0729755461215973,2017,False
Mongolia,4.95499992370605,100,0.9107543152940855,1.0761487544749853,0.557783484458923,0.394143968820572,0.338464230298996,0.0329022891819477,2017,False
South Africa,4.8289999961853,101,1.05469870567322,1.38478863239288,0.187080070376396,0.479246735572815,0.139362379908562,0.0725094974040985,2017,False
Tunisia,4.80499982833862,102,1.00726580619812,0.868351459503174,0.613212049007416,0.289680689573288,0.0496933571994305,0.0867231488227844,2017,False
Palestinian Territories,4.77500009536743,103,0.716249227523804,1.15564715862274,0.565666973590851,0.25471106171608,0.114173173904419,0.0892826020717621,2017,False
Egypt,4.7350001335144,104,0.989701807498932,0.997471392154694,0.6168077101280999,0.282110154628754,0.128631442785263,0.114381365478039,2017,False
Bulgaria,4.71400022506714,105,1.1614590883255,1.43437945842743,0.708217680454254,0.289231717586517,0.113177694380283,0.0110515309497714,2017,False
Sierra Leone,4.70900011062622,106,0.36842092871666,0.984136044979095,0.0055647538974881,0.4078966831779054,0.293040901422501,0.0710951760411263,2017,False
Cameroon,4.69500017166138,107,0.564305365085602,0.946018218994141,0.132892116904259,0.430388748645782,0.236298456788063,0.0513066314160824,2017,False
Iran,4.69199991226196,108,1.15687310695648,1.0761487544749853,0.639333188533783,0.249322608113289,0.387242913246155,0.048761073499918,2017,False
Albania,4.64400005340576,109,0.996192753314972,0.803685247898102,0.731159746646881,0.381498634815216,0.201312944293022,0.0398642159998417,2017,False
Bangladesh,4.60799980163574,110,0.586682975292206,0.735131740570068,0.533241033554077,0.478356659412384,0.172255352139473,0.123717859387398,2017,False
Namibia,4.57399988174438,111,0.964434325695038,1.0984708070755,0.33861181139946,0.520303547382355,0.0771337449550629,0.0931469723582268,2017,False
Kenya,4.55299997329712,112,0.560479462146759,1.06795072555542,0.309988349676132,0.452763766050339,0.444860309362411,0.0646413192152977,2017,False
Mozambique,4.55000019073486,113,0.234305649995804,0.870701014995575,0.106654435396194,0.480791091918945,0.322228103876114,0.179436385631561,2017,False
Myanmar,4.54500007629395,114,0.367110550403595,1.0761487544749853,0.397522568702698,0.514492034912109,0.838075160980225,0.188816204667091,2017,False
Senegal,4.53499984741211,115,0.479309022426605,1.17969191074371,0.409362852573395,0.377922266721725,0.183468893170357,0.115460447967052,2017,False
Zambia,4.51399993896484,116,0.636406779289246,1.00318729877472,0.257835894823074,0.461603492498398,0.249580144882202,0.0782135501503944,2017,False
Iraq,4.49700021743774,117,1.10271048545837,0.978613197803497,0.501180469989777,0.288555532693863,0.19963726401329,0.107215754687786,2017,False
Gabon,4.46500015258789,118,0.9107543152940855,1.1556202173233,0.356578588485718,0.312328577041626,0.0437853783369064,0.0760467872023582,2017,False
Ethiopia,4.46000003814697,119,0.339233845472336,0.86466920375824,0.353409707546234,0.4078966831779054,0.312650740146637,0.165455713868141,2017,False
Sri Lanka,4.44000005722046,120,1.00985014438629,1.25997638702393,0.625130832195282,0.561213254928589,0.490863561630249,0.0736539661884308,2017,False
Armenia,4.37599992752075,121,0.900596737861633,1.00748372077942,0.637524425983429,0.198303267359734,0.0834880918264389,0.0266744215041399,2017,False
India,4.31500005722046,122,0.792221248149872,0.754372596740723,0.455427616834641,0.469987004995346,0.231538489460945,0.0922268852591515,2017,False
Mauritania,4.29199981689453,123,0.648457288742065,1.2720308303833,0.285349279642105,0.0960980430245399,0.201870024204254,0.136957004666328,2017,False
Congo (Brazzaville),4.29099988937378,124,0.808964252471924,0.832044363021851,0.28995743393898,0.435025870800018,0.120852127671242,0.0796181336045265,2017,False
Georgia,4.28599977493286,125,0.9107543152940855,0.57061493396759,0.649546980857849,0.4078966831779054,0.0540088154375553,0.251666635274887,2017,False
Congo (Kinshasa),4.28000020980835,126,0.0921023488044739,1.22902345657349,0.191407024860382,0.235961347818375,0.246455833315849,0.0602413564920425,2017,False
Mali,4.19000005722046,127,0.476180493831635,1.28147339820862,0.169365674257278,0.306613743305206,0.183354198932648,0.104970246553421,2017,False
Ivory Coast,4.17999982833862,128,0.603048920631409,0.904780030250549,0.0486421696841717,0.447706192731857,0.201237469911575,0.130061775445938,2017,False
Cambodia,4.16800022125244,129,0.601765096187592,1.00623834133148,0.429783403873444,0.633375823497772,0.385922968387604,0.0681059509515762,2017,False
Sudan,4.13899993896484,130,0.65951669216156,1.21400856971741,0.290920823812485,0.0149958552792668,0.182317450642586,0.089847519993782,2017,False
Ghana,4.11999988555908,131,0.667224824428558,0.873664736747742,0.295637726783752,0.423026293516159,0.256923943758011,0.0253363698720932,2017,False
Ukraine,4.09600019454956,132,0.89465194940567,1.0761487544749853,0.575903952121735,0.122974775731564,0.270061463117599,0.12493232866667803,2017,False
Uganda,4.08099985122681,133,0.381430715322495,1.12982773780823,0.217632606625557,0.443185955286026,0.325766056776047,0.057069718837738,2017,False
Burkina Faso,4.03200006484985,134,0.3502277135849,1.04328000545502,0.215844258666039,0.324367851018906,0.250864684581757,0.120328105986118,2017,False
Niger,4.02799987792969,135,0.161925330758095,0.993025004863739,0.26850500702858,0.36365869641304,0.228673845529556,0.138572946190834,2017,False
Malawi,3.97000002861023,136,0.233442038297653,1.0761487544749853,0.315089583396912,0.466914653778076,0.2189538221756804,0.0727116540074348,2017,False
Chad,3.93600010871887,137,0.438012987375259,0.953855872154236,0.0411347150802612,0.16234202682972,0.216113850474358,0.0535818822681904,2017,False
Zimbabwe,3.875,138,0.9107543152940855,1.08309590816498,0.196763753890991,0.336384207010269,0.2189538221756804,0.0953753814101219,2017,False
Lesotho,3.80800008773804,139,0.521021246910095,1.19009518623352,0.0,0.390661299228668,0.157497271895409,0.119094640016556,2017,False
Angola,3.79500007629395,140,0.858428180217743,1.10441195964813,0.6168077101280999,0.0,0.097926490008831,0.0697203353047371,2017,False
Afghanistan,3.79399991035461,141,0.401477217674255,0.581543326377869,0.180746778845787,0.106179520487785,0.311870932579041,0.0611578300595284,2017,False
Botswana,3.76600003242493,142,1.12209415435791,1.22155499458313,0.341755509376526,0.505196332931519,0.0993484482169151,0.0985831990838051,2017,False
Benin,3.65700006484985,143,0.431085407733917,0.435299843549728,0.209930211305618,0.425962775945663,0.207948461174965,0.0609290152788162,2017,False
Madagascar,3.64400005340576,144,0.305808693170547,0.913020372390747,0.375223308801651,0.189196765422821,0.208732530474663,0.0672319754958153,2017,False
Haiti,3.6029999256134,145,0.368610262870789,0.640449821949005,0.277321130037308,0.0303698573261499,0.489203780889511,0.0998721495270729,2017,False
Yemen,3.59299993515015,146,0.591683447360992,0.93538224697113,0.310080915689468,0.249463722109795,0.104125209152699,0.0567674227058887,2017,False
South Sudan,3.59100008010864,147,0.39724862575531,0.601323127746582,0.163486003875732,0.147062435746193,0.285670816898346,0.116793513298035,2017,False
Liberia,3.53299999237061,148,0.119041793048382,0.872117936611176,0.6168077101280999,0.332881182432175,0.26654988527298,0.0389482490718365,2017,False
Guinea,3.50699996948242,149,0.244549930095673,0.791244685649872,0.194129139184952,0.348587512969971,0.2189538221756804,0.110937617719173,2017,False
Togo,3.49499988555908,150,0.305444717407227,0.431882530450821,0.247105568647385,0.38042613863945,0.2189538221756804,0.0956650152802467,2017,False
Rwanda,3.47099995613098,151,0.368745893239975,0.945707023143768,0.6168077101280999,0.581843852996826,0.252756029367447,0.455220013856888,2017,False
Syria,3.46199989318848,152,0.9107543152940855,0.396102607250214,0.6168077101280999,0.0815394446253777,0.493663728237152,0.151347130537033,2017,False
Tanzania,3.34899997711182,153,0.511135876178741,1.04198980331421,0.364509284496307,0.390017777681351,0.354256361722946,0.0660351067781448,2017,False
Burundi,2.90499997138977,154,0.091622568666935,1.0761487544749853,0.151610791683197,0.0599007532000542,0.204435184597969,0.0841479450464249,2017,False
Central African Republic,2.69300007820129,155,0.0,0.0,0.0187726859003305,0.270842045545578,0.280876487493515,0.0565650761127472,2017,False
Finland,7.632,1,1.305,1.592,0.874,0.681,0.202,0.393,2018,True
Norway,7.594,2,1.456,1.582,0.861,0.686,0.286,0.34,2018,True
Denmark,7.555,3,1.351,1.59,0.868,0.683,0.284,0.408,2018,True
Iceland,7.495,4,1.343,1.644,0.914,0.677,0.353,0.138,2018,True
Switzerland,7.487,5,1.42,1.549,0.927,0.66,0.256,0.357,2018,True
Netherlands,7.441,6,1.361,1.488,0.878,0.4078966831779054,0.333,0.295,2018,True
Canada,7.328,7,1.33,1.532,0.896,0.653,0.321,0.291,2018,True
New Zealand,7.324,8,1.268,1.601,0.876,0.669,0.365,0.389,2018,True
Sweden,7.314,9,1.355,1.501,0.913,0.659,0.285,0.383,2018,True
Australia,7.272,10,1.34,1.573,0.91,0.647,0.361,0.302,2018,True
United Kingdom,7.19,11,1.244,1.433,0.888,0.464,0.2189538221756804,0.082,2018,True
Austria,7.139,12,1.341,1.504,0.891,0.617,0.242,0.224,2018,True
Costa Rica,7.072,13,1.01,1.459,0.817,0.632,0.143,0.101,2018,True
Ireland,6.977,14,1.448,1.583,0.6168077101280999,0.614,0.307,0.306,2018,True
Germany,6.965,15,1.34,1.474,0.861,0.586,0.273,0.28,2018,True
Belgium,6.927,16,1.324,1.483,0.894,0.583,0.188,0.12493232866667803,2018,True
Luxembourg,6.91,17,1.576,1.52,0.896,0.4078966831779054,0.196,0.321,2018,True
United States,6.886,18,1.398,1.471,0.819,0.547,0.291,0.133,2018,True
Israel,6.814,19,0.9107543152940855,1.559,0.883,0.4078966831779054,0.354,0.272,2018,True
United Arab Emirates,6.774,20,0.9107543152940855,1.0761487544749853,0.67,0.284,0.186,0.12493232866667803,2018,True
Czech Republic,6.711,21,1.233,1.0761487544749853,0.854,0.543,0.064,0.034,2018,True
Malta,6.627,22,1.27,1.0761487544749853,0.6168077101280999,0.645,0.376,0.142,2018,True
France,6.489,23,1.293,1.466,0.908,0.52,0.098,0.176,2018,True
Mexico,6.488,24,1.038,1.252,0.6168077101280999,0.479,0.069,0.095,2018,True
Chile,6.476,25,1.131,1.331,0.808,0.4078966831779054,0.197,0.12493232866667803,2018,True
Taiwan,6.441,26,1.365,1.436,0.857,0.4078966831779054,0.151,0.078,2018,True
Panama,6.43,27,1.112,1.438,0.759,0.597,0.125,0.063,2018,True
Brazil,6.419,28,0.986,1.474,0.675,0.4078966831779054,0.11,0.088,2018,True
Argentina,6.388,29,1.073,1.468,0.744,0.57,0.062,0.054,2018,True
Guatemala,6.382,30,0.781,1.268,0.608,0.604,0.179,0.071,2018,True
Uruguay,6.379,31,0.9107543152940855,1.459,0.771,0.625,0.13,0.155,2018,True
Qatar,6.374,32,0.9107543152940855,1.303,0.748,0.654,0.256,0.171,2018,True
Saudi Arabia,6.371,33,1.379,1.331,0.633,0.509,0.2189538221756804,0.127,2018,True
Singapore,6.343,34,1.529,1.451,1.008,0.631,0.261,0.457,2018,True
Malaysia,6.322,35,1.161,1.258,0.669,0.356,0.311,0.059,2018,True
Spain,6.31,36,1.251,1.538,0.965,0.449,0.2189538221756804,0.074,2018,True
Colombia,6.26,37,0.96,1.439,0.635,0.531,0.099,0.039,2018,True
Trinidad & Tobago,6.192,38,1.223,1.492,0.564,0.575,0.171,0.019,2018,True
Slovakia,6.173,39,0.9107543152940855,1.537,0.776,0.354,0.118,0.014,2018,True
El Salvador,6.167,40,0.806,1.231,0.639,0.461,0.065,0.082,2018,True
Nicaragua,6.141,41,0.668,1.319,0.7,0.527,0.208,0.128,2018,True
Poland,6.123,42,1.176,1.0761487544749853,0.781,0.546,0.108,0.064,2018,True
Bahrain,6.105,43,1.338,1.366,0.698,0.594,0.243,0.12493232866667803,2018,True
